shot_id,shot_made_flag
1,0.666370789513
8,0.662035382465
17,0.285206630526
20,0.284866660134
33,0.666094760171
34,0.667995705263
35,0.65986937271
36,0.660259860976
37,0.281906409221
38,0.663811321053
45,0.660270566878
50,0.662852577012
55,0.668807103791
60,0.668154408625
66,0.664491178989
67,0.664267355513
71,0.666417255371
80,0.663003268304
85,0.663557814203
86,0.280182579064
95,0.281902319371
104,0.665927690424
113,0.664127924244
123,0.662484101121
126,0.284669817678
133,0.284271004314
141,0.660553420057
144,0.667140695091
150,0.282157943484
152,0.66407947241
153,0.278487806175
156,0.518476848496
159,0.2800836644
165,0.279207200522
172,0.666671206497
182,0.286215028841
192,0.66486787271
193,0.278459364676
196,0.663443339971
202,0.666302945571
210,0.666743176131
211,0.664438185757
228,0.282799022256
257,0.666711103795
260,0.66630415147
264,0.667591106144
267,0.287754127777
279,0.275861531634
282,0.664375501134
293,0.66567274414
299,0.276763886339
300,0.280325442674
301,0.274825208566
317,0.668740970774
327,0.667273101478
328,0.665829171421
335,0.660315764478
346,0.27716398765
348,0.664732324494
365,0.667555585567
390,0.278674403922
391,0.282367458841
392,0.283059542072
397,0.66948111009
418,0.666256640782
428,0.660943194254
434,0.285167475402
439,0.660795167069
440,0.669266769526
456,0.666114488852
459,0.663067575451
472,0.667605758478
480,0.661407063671
491,0.668069478842
497,0.666521021121
509,0.668586338632
511,0.668966314084
523,0.663615797221
533,0.666933645722
544,0.658405461227
546,0.669543274212
555,0.283145737104
558,0.670915895584
560,0.66511014726
573,0.665475633187
591,0.666735439978
596,0.664579916769
597,0.665640825022
601,0.284115078689
605,0.667315745678
617,0.665296422839
628,0.661414491756
634,0.665772813308
646,0.663206337557
649,0.666887678725
651,0.278275722509
654,0.285003936423
656,0.657852835848
657,0.666105006889
669,0.667652474388
670,0.276360250983
693,0.281525036993
694,0.663111114893
699,0.666091894751
711,0.667055208577
718,0.665704152646
722,0.664440743173
723,0.66735421581
725,0.275911915102
734,0.665762998502
735,0.661667326283
737,0.280770952159
746,0.66615745947
747,0.285008411307
766,0.667598248542
767,0.663094487621
771,0.661174057933
773,0.663642355504
774,0.667331867978
783,0.663267119008
784,0.665757013833
789,0.665669932037
792,0.668116232872
804,0.665785455486
809,0.664096253356
812,0.660904996728
813,0.667150703654
817,0.664215673559
820,0.665570367315
825,0.664123398139
826,0.665369028132
829,0.669149032391
855,0.667907306503
859,0.28066693177
862,0.668279108746
870,0.668305955589
876,0.665870972748
880,0.663850442152
886,0.271842453906
889,0.287223205761
891,0.661909801226
897,0.275028970939
902,0.670057052502
903,0.663599245313
908,0.668356856699
909,0.665808434322
920,0.667298564318
922,0.66616265696
924,0.28315912078
932,0.666106606442
934,0.671293697564
937,0.668177717592
941,0.665147107214
943,0.665161413361
950,0.663444571111
952,0.667140530254
954,0.281662115571
963,0.663587271099
975,0.663773284613
979,0.664010089525
981,0.663494564038
983,0.666231395109
985,0.659287975544
989,0.661146330849
995,0.666581199553
998,0.659943657701
1008,0.663142075821
1019,0.287602448129
1023,0.66480781133
1026,0.664230165545
1029,0.282449440465
1034,0.284491557296
1036,0.277493572846
1038,0.663821531621
1039,0.289596134136
1051,0.520440312715
1052,0.662189093169
1066,0.664866848311
1087,0.661894554709
1092,0.664539382662
1094,0.283124981875
1098,0.666310280577
1099,0.666579413975
1102,0.670016935863
1118,0.665430057121
1131,0.663639479422
1133,0.276973951649
1135,0.278897174191
1138,0.659935483332
1139,0.279400094723
1142,0.669037655277
1151,0.658384008978
1152,0.665320142199
1155,0.279519116301
1165,0.665817160042
1167,0.280854076971
1172,0.659994071627
1174,0.283753554972
1180,0.661198642937
1200,0.664797659933
1202,0.66426144559
1227,0.28661948622
1228,0.281576166974
1229,0.665754537922
1237,0.660213208709
1241,0.664887198025
1256,0.662886998403
1279,0.667887083204
1293,0.659918890401
1295,0.665503371474
1319,0.277801372387
1320,0.666523740302
1321,0.274568187636
1322,0.286001893796
1334,0.668624093454
1351,0.281948778108
1373,0.664934402517
1375,0.663619090902
1380,0.658970644747
1382,0.273916805721
1385,0.521891226614
1399,0.665068070916
1403,0.275726991976
1428,0.664504304924
1434,0.666868393206
1444,0.274735076449
1448,0.668704176317
1466,0.28137348872
1476,0.666337338515
1478,0.666274243594
1485,0.666743729003
1491,0.284494786551
1494,0.278030940207
1500,0.661422396097
1501,0.281365623362
1503,0.664839806789
1519,0.278994849107
1524,0.666873228975
1529,0.279308573249
1533,0.2796664565
1538,0.271672708351
1539,0.663889831766
1546,0.662670685594
1555,0.665086204528
1559,0.664319588373
1563,0.2793229616
1565,0.28174667673
1574,0.665182498555
1591,0.664339662022
1594,0.663409025591
1605,0.663715604553
1611,0.667691357198
1614,0.666740634536
1620,0.665406835097
1626,0.663492615453
1630,0.668281143741
1632,0.669188340871
1634,0.665393768846
1643,0.66408058393
1651,0.665128316585
1655,0.665598645649
1658,0.664384204799
1659,0.664934241035
1665,0.665956672189
1675,0.665814377221
1680,0.281130463035
1690,0.665739175804
1696,0.663116476906
1714,0.664041259313
1721,0.666020361981
1726,0.665635812634
1728,0.665877976288
1734,0.664167284385
1735,0.663869081156
1740,0.665559710587
1744,0.274918592365
1747,0.66394173936
1752,0.665530870042
1763,0.277910497846
1765,0.276942698345
1769,0.664636629464
1785,0.28423797944
1787,0.666202466915
1788,0.662078801474
1793,0.662727982838
1800,0.666653805254
1825,0.666818318049
1826,0.278182779499
1834,0.666436258423
1843,0.667476233167
1844,0.667580174427
1848,0.665925800287
1849,0.662191953011
1860,0.661199444745
1863,0.662804458989
1875,0.287529970542
1883,0.666909752589
1890,0.667829030516
1892,0.669155579109
1893,0.667740085771
1897,0.665068713217
1905,0.664054188352
1908,0.278619236922
1931,0.662833074629
1940,0.278001788918
1943,0.665986083331
1947,0.667726504407
1965,0.283846924807
1967,0.667297732435
1968,0.666591310892
1972,0.275818706612
1982,0.663949964306
1985,0.66394129987
2005,0.274326117854
2010,0.279872511077
2021,0.666486157047
2024,0.276461162005
2036,0.66641324763
2043,0.278486537376
2047,0.283762508148
2049,0.665083107343
2055,0.664045359544
2065,0.666577961084
2066,0.66569032268
2070,0.66302653686
2077,0.275371639352
2085,0.276203840869
2095,0.282125463105
2097,0.281860644113
2108,0.663415538072
2112,0.275570511144
2113,0.275701153397
2122,0.662991856201
2139,0.665838457705
2144,0.285009692481
2146,0.661900958646
2148,0.666779777858
2149,0.28390907981
2157,0.667808078642
2159,0.666297086271
2168,0.663931037133
2176,0.660140274284
2178,0.2803779584
2181,0.663626114539
2187,0.276999611873
2188,0.665459426363
2190,0.664310746341
2194,0.661576188748
2197,0.663838457593
2214,0.668280387026
2217,0.667930870465
2222,0.665039877192
2223,0.663452554736
2226,0.663722867509
2230,0.287397641094
2240,0.521878374792
2247,0.667264838133
2250,0.664080729608
2259,0.285233900927
2262,0.66692853386
2266,0.667438682862
2305,0.665819900814
2310,0.665262075878
2313,0.662321924295
2319,0.278934821298
2320,0.278170059669
2345,0.663422288654
2350,0.28406246577
2356,0.664093182275
2360,0.28330578998
2370,0.6676928817
2386,0.666254158341
2398,0.66743069369
2414,0.281050453188
2435,0.274872365088
2439,0.527665394826
2446,0.27819009858
2458,0.663458962834
2465,0.666653496708
2466,0.667229406004
2470,0.666287165881
2495,0.280928724448
2501,0.667200997642
2507,0.664537354876
2533,0.668026782248
2537,0.664416259788
2538,0.663412868095
2541,0.663612226827
2542,0.275050488264
2544,0.27825736605
2554,0.663387039974
2555,0.663233551866
2565,0.520228823551
2575,0.275513553953
2586,0.662893062391
2588,0.665156089809
2594,0.280172078869
2617,0.660969524065
2618,0.665142776804
2623,0.271931810151
2631,0.661805589886
2640,0.663869640248
2642,0.276494502759
2647,0.666687347762
2663,0.666168161571
2664,0.665301972803
2676,0.664770610495
2680,0.276283349458
2681,0.666447878264
2691,0.664456794688
2693,0.665848205439
2695,0.662309572208
2704,0.665668585421
2708,0.668123668593
2709,0.272983006678
2717,0.278004452292
2722,0.66661824316
2728,0.662505005986
2732,0.278242046975
2743,0.658577288977
2752,0.664601232733
2757,0.281083512955
2761,0.662110334039
2769,0.665106055387
2771,0.661615385459
2774,0.665094754864
2776,0.66512299049
2781,0.667041263069
2793,0.664736629903
2799,0.664425536281
2803,0.665171074553
2811,0.665233973558
2818,0.6650594406
2824,0.66314623432
2828,0.274988884442
2829,0.665406105868
2830,0.666055177158
2842,0.280702911471
2847,0.278822691415
2848,0.663546346132
2868,0.66186564998
2870,0.66616380468
2885,0.663640400495
2886,0.667734649075
2889,0.278384946887
2903,0.664458064502
2904,0.279415425544
2918,0.275310183428
2919,0.664289301821
2922,0.666320856833
2923,0.665101653491
2931,0.665119137759
2945,0.666635362349
2955,0.664294572193
2957,0.28154725011
2960,0.274816811985
2963,0.663957081683
2966,0.278550187917
2972,0.273163628595
2974,0.665483607182
2982,0.665058109437
2984,0.273658486084
3016,0.662074946687
3021,0.665570451733
3023,0.27962662195
3025,0.666839182848
3029,0.66158639106
3034,0.280634434531
3038,0.665896942648
3040,0.667371724787
3051,0.27531561575
3062,0.663148334198
3069,0.663886942626
3071,0.662720471186
3076,0.272828311037
3079,0.666606087045
3081,0.665666313589
3082,0.666973555542
3084,0.276019995158
3098,0.667205751283
3104,0.669527123879
3105,0.66597883955
3114,0.274789148863
3118,0.66658771843
3122,0.662700137929
3132,0.664081841229
3138,0.666499995203
3141,0.662616318244
3156,0.285423421718
3162,0.281555129952
3167,0.668924320567
3170,0.665231259289
3171,0.66249746671
3172,0.66425528604
3176,0.268947574083
3180,0.66552252395
3189,0.663851000822
3198,0.665766313244
3206,0.666609699609
3215,0.660592413306
3222,0.282414837176
3228,0.666131471374
3229,0.665474783854
3232,0.665558414623
3233,0.662973337476
3238,0.664919554299
3256,0.662046968764
3264,0.289998003005
3273,0.666957206019
3275,0.275345043763
3285,0.396413691237
3289,0.665026173724
3294,0.665220408743
3306,0.667920921078
3311,0.277849663973
3318,0.666508089767
3322,0.279715377575
3324,0.665388796158
3334,0.290622149785
3341,0.666634000161
3345,0.663489457663
3346,0.271512212909
3352,0.666035640103
3368,0.665072242798
3371,0.667052464876
3372,0.667326015282
3375,0.666924355716
3384,0.664532727437
3387,0.665446007903
3393,0.6668276194
3406,0.66702043698
3411,0.276749963018
3412,0.272787944297
3414,0.281519357993
3417,0.284073012764
3420,0.279017189176
3423,0.277208231929
3436,0.663286109197
3438,0.28862790968
3442,0.665572759154
3443,0.665391353783
3451,0.665080628324
3461,0.666362885371
3489,0.664211520518
3491,0.283180219604
3510,0.278113783051
3515,0.289251409184
3527,0.666707708422
3530,0.663293469401
3540,0.667166739926
3582,0.665757059898
3604,0.663405181571
3605,0.664871443295
3609,0.664634147946
3624,0.665806112972
3628,0.27870330257
3630,0.665697132771
3641,0.663120012461
3642,0.661822855954
3648,0.668562606536
3650,0.270092997636
3652,0.271502138994
3660,0.667109260631
3664,0.664505852412
3670,0.665516533678
3672,0.665466586853
3680,0.66132787922
3682,0.272388701685
3685,0.277641355471
3686,0.666300085421
3689,0.666031067775
3705,0.664654649726
3712,0.665276184766
3713,0.666038804269
3719,0.664926471903
3721,0.66592065337
3723,0.275872186115
3724,0.663709779902
3727,0.664085996642
3733,0.280587343094
3734,0.666623937715
3742,0.663263047435
3770,0.665086469591
3777,0.667122264192
3778,0.667281493991
3780,0.665598315078
3783,0.665606241461
3784,0.664976980254
3788,0.664425353332
3790,0.664281643232
3794,0.670291298035
3795,0.667906039585
3796,0.667388465991
3801,0.287191193678
3806,0.6671957221
3813,0.667437745961
3814,0.667032404579
3818,0.316715458973
3824,0.665677304091
3836,0.666314806701
3853,0.666362437838
3855,0.665463229465
3858,0.663254722433
3861,0.278166417228
3866,0.666966624382
3870,0.666043092086
3874,0.276018106285
3876,0.66475405494
3878,0.664508715665
3890,0.665829658683
3900,0.274691285971
3904,0.666823695736
3906,0.667493155926
3907,0.666587319112
3908,0.666425242965
3912,0.662130636846
3918,0.271742839435
3923,0.269851880999
3924,0.667050566738
3925,0.660092257536
3927,0.278081645538
3955,0.273822974595
3964,0.662376841125
3969,0.661047064037
3974,0.278655713001
3976,0.662262909053
3984,0.665738688614
3991,0.667767009144
3993,0.268133135604
4009,0.665664670587
4011,0.66666704306
4020,0.666766935973
4033,0.669957701912
4041,0.665660862269
4045,0.274180888375
4052,0.660741522601
4055,0.667541663967
4056,0.66749834115
4057,0.666564739069
4067,0.271767515059
4069,0.666430471448
4077,0.661976836373
4094,0.667434218034
4095,0.666973977832
4100,0.665467464795
4119,0.665322206491
4130,0.275868558545
4131,0.666010830567
4132,0.277230435767
4134,0.280294664706
4137,0.275558816824
4138,0.663921543802
4143,0.665700257651
4145,0.661654750639
4148,0.665809715647
4163,0.665905149208
4166,0.666203390057
4169,0.275812316401
4170,0.668629345765
4174,0.66396769323
4180,0.664447204672
4199,0.272596384677
4201,0.664901099334
4203,0.669583740763
4210,0.67823326929
4211,0.664540483308
4213,0.269611854978
4225,0.667558416672
4235,0.664394224466
4242,0.664909431911
4245,0.66468398813
4250,0.666574610608
4252,0.66599922457
4254,0.663887055929
4263,0.663872288359
4264,0.663863025225
4268,0.666656131252
4270,0.666897042491
4282,0.274107007362
4283,0.663759977014
4291,0.665769996555
4304,0.666059204462
4306,0.665149919524
4309,0.662089283175
4310,0.665103091418
4313,0.664469226483
4314,0.66548198173
4315,0.664337024277
4321,0.667508240207
4324,0.668513404777
4325,0.665193038885
4328,0.664406961963
4329,0.667378584364
4332,0.666442042446
4337,0.665636057412
4342,0.666416062144
4344,0.665327779537
4352,0.664709248964
4355,0.666162244128
4366,0.663031962744
4371,0.665892641679
4372,0.665060136261
4376,0.664101316324
4384,0.664528237845
4387,0.663124017986
4389,0.668246972784
4390,0.665099789111
4406,0.668446048199
4407,0.282325404292
4409,0.271184835794
4410,0.274130187136
4424,0.665436864077
4434,0.66556899783
4452,0.518962213157
4460,0.669681480745
4470,0.281767276679
4480,0.665583096984
4496,0.276120584652
4503,0.66452683882
4512,0.665049341647
4518,0.2764986994
4519,0.666013241331
4522,0.667074839651
4525,0.665987132961
4537,0.276661259223
4546,0.662204049015
4547,0.275476737082
4553,0.666628529599
4556,0.666595313717
4558,0.272400560388
4563,0.666716999976
4568,0.664593587284
4574,0.278373645173
4578,0.665068020457
4587,0.66412461109
4592,0.283453693787
4610,0.664102809669
4615,0.518890108221
4619,0.668393306193
4620,0.279216458276
4625,0.275235227812
4635,0.66556596251
4636,0.664503596024
4641,0.666513003484
4650,0.663843664894
4653,0.272987712751
4665,0.663688031719
4668,0.2751162347
4669,0.667571188954
4670,0.663945196779
4674,0.666537427081
4675,0.665702097936
4676,0.661571955225
4679,0.665218867232
4680,0.276534093584
4686,0.664751749381
4699,0.666290525123
4713,0.278122192047
4718,0.666700522597
4721,0.666246721104
4722,0.665050084325
4724,0.665979466368
4730,0.274350813696
4731,0.665277722499
4735,0.670155539492
4743,0.667769022328
4745,0.664329736121
4746,0.273852661199
4747,0.664004069246
4748,0.664287842911
4769,0.666128103258
4771,0.667897616591
4774,0.664885834425
4784,0.666932900721
4797,0.66508636734
4801,0.282394292554
4804,0.668343073722
4820,0.66489832449
4833,0.66952055772
4834,0.668038403189
4851,0.666260409967
4859,0.666383713999
4860,0.272292458471
4863,0.668040732262
4873,0.667570792574
4881,0.663849541868
4892,0.666171120332
4908,0.663731680281
4911,0.666316358874
4915,0.663786001263
4922,0.664686352522
4929,0.66465432926
4936,0.668652165687
4939,0.667306021603
4951,0.667011050553
4956,0.665508249313
4961,0.666559402107
4964,0.666014334368
4981,0.666225543459
4991,0.26918585759
4992,0.664971965813
4997,0.665957429914
5004,0.666071865169
5010,0.66555583782
5012,0.666056912015
5015,0.666463627433
5020,0.665980114204
5030,0.664948375224
5051,0.272727052624
5052,0.663964572598
5057,0.282871510926
5058,0.664052018059
5060,0.664246402149
5061,0.665447744197
5064,0.661623269218
5078,0.660105490016
5080,0.66217110256
5088,0.668403824862
5089,0.274905281566
5090,0.665047964404
5103,0.273606443264
5108,0.665765498049
5114,0.665000908759
5115,0.66840375857
